In Memory of (Paul Miller 1964-90),Venom
In My Room,Beach Boys
In Paradise,Stiff Gins
In Remote Part/Scottish Fiction,Idlewild
In Safe Hands,Badly Drawn Boy
In Tall Buildings,"Welch, Gillian"
In tha Park,Ghostface Killah (featuring Black Thought)
In The Basement,"James, Etta"
In the Cave,Pepe Delux?
In the Garden,"Morrison, Van"
In the Ghetto,"Presley, Elvis"
In the Gold Rush Dust,Cocteau Twins
In the Hall of the Mountain King,Nero & the Gladiators
In the Land of Grey and Pink,Caravan
In the Land of Oo-Bla-Dee,"Gillespie, Dizzy"
In the Light of the Miracle,"Russell, Arthur"
In the Mirror,Field Music
In the Rain,Dramatics
In the Still of the Night,Five Satins
In the Summer of his Years,"Jackson, Mahalia"
In the Wee Small Hours of the Morning,"Sinatra, Frank"
In the Year 2525,Zager and Evans
In These Shoes,"MacColl, Kirsty"
In/Flux,DJ Shadow
In-A-Gadda-Da-Vida,Iron Butterfly
Incense,Anglos
Independence Cha Cha,"Kabasele, Joseph & African Jazz"
Independent,Salt-n-Pepa
Independent Woman Part 1,Destiny's Child
Indiana Wants Me,"Taylor, R Dean"
Inertia Creeps,Massive Attack
Informe Estad?stico de Comienzos de Siglo,Caf? Guancasco
Ingrid Bergman,"Bragg, Billy and Wilco"
Initials B.B.,"Gainsbourg, Serge"
Innocent When You Dream,"Waits, Tom"
Innocent: A Requiem for Refugees,"Haza, Ofra"
Insane Asylum,"Dixon, Willie & Koko Taylor"
Insect Mother,"Hitchcock, Robyn"
Inside My Love,"Riperton, Minnie"
Insomnia,Faithless
Inspiracion,Calexico
Instant Karma (We All Shine On),"Lennon, John Ono"
Institutionalized,Suicidal Tendencies
Interference Patterns,Van der Graaf Generator
International Jet Set,Specials
Intikhabat,"Kembe, Emmanuel"
Into My Arms,"Cave, Nick & the Bad Seeds"
Into the Bloodstream,"Roach, Archie"
Into the Wilderness,Burning Hearts
Inversnaid,"Hopkins, Gerard Manley"
Irene Wilde,"Hunter, Ian"
Iron Cross,"Kaye, Debbie Lori"
Iron Man,Black Sabbath
Irreversible Neural Damage,"Ayers, Kevin"
Irreversible Neural Damage,"Ayers, Kevin ft Nico"
Is It Because I'm Black?,"Johnson, Syl"
Is She Consious?,Waterboys
Is She Really Going Out With Him?,"Jackson, Joe"
Is That All There Is?,"Lee, Peggy"
Is Vic There?,Department S
Isla de Encanta,Pixies
Island in the Sun,Paragons
Isn't It a Pity,"Simone, Nina"
Isobel Makes Love Upon National Monuments,"Thackray, Jake"
Israelites,"Dekker, Desmond"
It Ain't Me Babe,"Dylan, Bob"
It Ain't Necessarily So,"Franklin, Aretha"
It Doesn't Matter Anymore,"Holly, Buddy"
It Don't Come Easy,"Starr, Ringo"
It May Be Winter Outside (But In My Heart It's Spring),Love Unlimited Orchestra
It Never Entered My Mind,"Vaughan, Sarah"
It Only Takes Two to Tango,Stranglers
It Should Have Been Me,"Fair, Yvonne"
It Takes Two,"Gaye, Marvin & Kim Weston"
It Was A Very Good Year,"Sinatra, Frank"
It Was a Very Good Year,"Sinatra, Frank"
It Was Nearly 20 Years Ago Today,"Sidebottom, Frank"
Itchycoo Park,Small Faces
Itinerant Child,"Dury, Ian & the Blockheads"
It'll Shine When It Shines,Ozark Mountain Daredevils
It'll Take a Long Time,"Denny, Sandy"
It's a Beautiful Game,Cavaliers
It's a Five O'Clock World,Vogues
It's a Long Way to the Top (If You Wanna Rock'n'Roll),AC/DC
It's a Nice Place to Visit (But Not to Live In),Ann-Margret
It's a Sin to Tell a Lie,"Holiday, Billie"
It's All Good,"Dempsey, Damien"
It's All RIght,"Void, Sterling"
It's All Too Much,"Hillage, Steve"
"It's Alright, I Feel It",Nuyorican Soul
It's Five O'Clock Somewhere,"Jackson, Alan"
It's Four in the Morning,"Young, Faron"
It's Good News Week,Hedgehoppers Anonymous
It's Grim Up North,JAMMs
It's Hard to Confess,Gaylads
It's Not Right But It's OK,"Houston, Whitney"
It's Not True,Who
It's Over,"Orbison, Roy"
It's Over,"Wainwright, Martha"
It's Raining,"Thomas, Irma"
It's Raining Today,"Walker, Scott"
It's September,"Taylor, Johnnie"
It's the End of the World as We Know It (and I Feel Fine),R.E.M
It's the Little Things,Here and Now
It's the Little Things We Do,Zutons
It's the Same Old Song,Four Tops
It's Time to Make a Change,Dirty Dozen Brass Band
It's Too Late,"King, Carole"
It's Too Soon to Know,Orioles
It's Tricky,Run-DMC
It's Your Thing,Isley Brothers
Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,"Hyland, Brian"
ITT,"Kuti, Fela"
I've Been Lonely For So Long,"Knight, Freddie"
I've Been Tired,Pixies
I've Got a Name,"Croce, Jim"
I've Got No Chicken But I've Got Five Wooden Chairs,"Barton, Edward"
I've Got to Get Away,"Holt, John and the Paragons"
I've Got You Under My Skin,"Cherry, Neneh"
I've Gotta Get a Message to You,Bee Gees
I've Known Rivers,"Bartz, Gary"
I've Seen It All,"Bugg, Jake"
I've Seen It All,Bj?rk (with Thom Yorke)
